,RANK,SEAT CATEGORY,Allotment
10601,22409,EWS_GIRLS_OU,STLW_CSE
10602,22411,SC_GEN_OU,VJEC_CSC
10603,22413,OC_GEN_OU,MLID_ECE
10604,22416,BC_D_GEN_OU,GURU_CSE
10605,22418,SC_GEN_OU,JNKR_INF
10606,22419,EWS_GEN_OU,GURU_CSE
10607,22421,EWS_GEN_OU,CMRK_ECE
10608,22422,BC_D_GEN_OU,VJIT_CSE
10609,22423,BC_B_GEN_OU,CMRK_CSE
10610,22425,BC_B_GIRLS_OU,CMRK_CSM
10611,22427,OC_GIRLS_OU,MRIT_CSE
10612,22429,OC_GEN_UR,VGWL_CSE
10613,22434,BC_B_GEN_UR,SNIS_ECE
10614,22435,BC_D_GIRLS_OU,MREC_CSE
10615,22438,EWS_GIRLS_OU,MRTN_CSE
10616,22439,EWS_GIRLS_OU,CBIT_CHE
10617,22440,OC_GIRLS_OU,VBIT_CSD
10618,22443,SC_GEN_OU,VJIT_CSE
10619,22444,BC_B_GEN_OU,CMRM_CSE
10620,22446,BC_B_GIRLS_OU,BVRI_ECE
10621,22448,BC_D_GIRLS_OU,STLW_CSE
10622,22449,ST_GIRLS_OU,BVRI_CSE
10623,22450,EWS_GEN_OU,CMRG_CSE
10624,22451,OC_GIRLS_OU,CVSR_ECE
10625,22452,BC_B_GIRLS_OU,VASV_ECE
10626,22453,BC_D_GIRLS_OU,SRHP_CSE
10627,22457,BC_D_GEN_OU,JNTM_CSM
10628,22458,BC_B_GEN_OU,IARE_CSD
10629,22460,EWS_GEN_OU,CVRH_EEE
10630,22462,ST_GEN_OU,SNIS_INF
10631,22463,OC_GEN_OU,JNKR_MEC
10632,22464,EWS_GEN_OU,MLRD_CSC
10633,22465,BC_B_GEN_OU,BVRI_CSB
10634,22466,BC_D_GEN_OU,CMRK_INF
10635,22467,MUS_GEN_OU,MJCT_AID
10636,22468,OC_GIRLS_OU,MRCW_CSD
10637,22470,BC_B_NCC_GEN_OU(57),CMRK_CSE
10638,22471,BC_E_GEN_OU,JNTH_EEE
10639,22476,OC_GIRLS_OU,MRTN_CSE
10640,22478,BC_B_GEN_OU,KUWL_CSE
10641,22480,BC_A_GIRLS_OU,CVSR_CSE
10642,22481,BC_B_GIRLS_UR,ANRK_CSE
10643,22482,SC_GEN_UR,VJEC_EEE
10644,22486,BC_D_GEN_OU,MVSR_INF
10645,22487,BC_B_GIRLS_OU,CMRM_CSM
10646,22489,SC_GEN_OU,JNTS_CSE
10647,22492,EWS_GEN_OU,TKRC_CSE
10648,22494,SC_GEN_UR,MLRD_CSE
10649,22495,BC_B_GEN_OU,JNTH_MET
10650,22497,BC_A_GEN_UR,VJEC_AUT
10651,22498,BC_B_GEN_OU,MLID_CSM
10652,22502,EWS_GEN_OU,MLID_CSM
10653,22503,OC_GIRLS_UR,MGHA_CSE
10654,22504,BC_B_GEN_UR,VJEC_EEE
10655,22506,EWS_GEN_OU,VJIT_CSE
10656,22508,BC_A_GIRLS_OU,VASV_INF
10657,22509,BC_B_GIRLS_OU,SNIS_ECE
10658,22510,BC_B_GIRLS_OU,STLW_CSE
10659,22517,BC_B_GEN_OU,CVSR_INF
10660,22518,BC_B_GEN_OU,CVSR_ECE
10661,22519,BC_D_GEN_OU,SNIS_ECE
10662,22520,ST_GEN_OU,BVRI_CSE
10663,22522,EWS_GIRLS_OU,BREW_INF
10664,22524,ST_GEN_OU,MLID_CSE
10665,22525,EWS_GEN_OU,MREC_INF
10666,22526,BC_B_CAP_GEN_UR(4),VASV_INF
10667,22529,EWS_GIRLS_UR,MREC_CSM
10668,22530,ST_GIRLS_OU,KITS_CSM
10669,22531,BC_B_GIRLS_UR,KITS_CSN
10670,22532,BC_B_GEN_OU,NGIT_CSM
10671,22533,BC_D_GEN_OU,GCTC_CSD
10672,22537,BC_D_GEN_OU,SNIS_ECE
10673,22539,OC_GEN_UR,BVRI_CHE
10674,22540,BC_D_NCC_GEN_OU(57),CVRH_CSI
10675,22541,ST_GEN_OU,MVSR_ECE
10676,22542,OC_GIRLS_OU,MGIT_CIV
10677,22547,OC_CAP_GIRLS_UR(0),CBIT_CIV
10678,22548,SC_GIRLS_OU,CBIT_INF
10679,22550,BC_A_GEN_UR,JNKR_EEE
10680,22554,OC_SG_GEN_OU(0),VGNT_CSE
10681,22555,EWS_GEN_OU,GCTC_CSD
10682,22556,BC_A_GIRLS_UR,KTKM_CSE
10683,22558,SC_GEN_OU,GRRR_CSD
10684,22559,BC_B_GEN_UR,CVSR_INF
10685,22560,SC_GIRLS_OU,GRRR_CSM
10686,22562,EWS_GIRLS_OU,KITS_CSO
10687,22567,BC_B_GIRLS_OU,MRCW_CSE
10688,22570,BC_D_GIRLS_OU,BVRW_ECE
10689,22573,BC_B_GIRLS_OU,MRTN_CSE
10690,22574,SC_GIRLS_OU,KITS_CSE
10691,22575,BC_B_GIRLS_OU,MLRS_CSE
10692,22576,BC_B_GEN_OU,CVSR_INF
10693,22577,EWS_GEN_OU,GNIT_INF
10694,22578,OC_CAP_GIRLS_UR(0),GNTW_ETM
10695,22579,OC_GIRLS_OU,IARE_CSD
10696,22580,BC_B_GIRLS_OU,STLW_CSE
10697,22582,OC_GEN_OU,VJEC_AUT
10698,22583,EWS_GIRLS_OU,JNTH_CHE
10699,22586,EWS_GEN_OU,JBIT_CSE
10700,22590,BC_A_GEN_OU,CVRH_CSI
10701,22593,OC_GIRLS_OU,ACEG_CSE
10702,22594,BC_E_GEN_OU,CMRK_CSE
10703,22596,BC_B_GEN_OU,CMRK_CSM
10704,22597,OC_CAP_GIRLS_UR(0),TKRC_ECE
10705,22598,OC_GIRLS_OU,GCTC_INF
10706,22600,BC_B_GEN_OU,CMRK_CSM
10707,22603,ST_GEN_UR,GNIT_CSE
10708,22606,BC_D_GEN_OU,KUWL_EEE
10709,22610,BC_D_GEN_OU,MRTN_CSE
10710,22612,EWS_GIRLS_OU,MREC_CSE
10711,22616,BC_D_GEN_OU,CBIT_EEE
10712,22617,BC_B_GEN_OU,MLRD_CSE
10713,22621,SC_GEN_OU,KMIT_CSE
10714,22622,BC_B_GIRLS_OU,MLID_CSE
10715,22624,OC_GIRLS_UR,SRIW_ECE
10716,22627,BC_A_GEN_UR,CMRK_CSM
10717,22628,ST_GEN_OU,JNTH_MEC
10718,22629,BC_B_GEN_OU,GCTC_CSE
10719,22632,OC_GEN_UR,METH_CSE
10720,22634,SC_GEN_OU,JNTH_CHE
10721,22636,OC_PHO_GEN_OU,VJEC_CIV
10722,22637,BC_B_GEN_OU,VBIT_CSE
10723,22640,EWS_GIRLS_OU,MLID_CSE
10724,22641,BC_B_GIRLS_OU,MGIT_ECE
10725,22642,BC_A_GEN_OU,CVSR_CSE
10726,22647,OC_GEN_UR,MLRS_ECE
10727,22648,SC_GEN_OU,CVSR_CSE
10728,22649,BC_B_GEN_OU,MGIT_ECE
10729,22654,ST_GEN_OU,GURU_CSE
10730,22660,BC_D_GIRLS_OU,TKRC_CSE
10731,22663,BC_B_GEN_UR,OUCT_TEX
10732,22665,BC_D_GIRLS_OU,MLID_CSD
10733,22667,EWS_GEN_UR,SPEC_CSE
10734,22668,EWS_GEN_OU,GNIT_CSM
10735,22670,ST_GEN_OU,VJEC_CIV
10736,22675,ST_GEN_OU,JNKR_EEE
10737,22676,BC_A_GEN_UR,VMEG_INF
10738,22679,SC_GEN_UR,GCTC_CSE
10739,22680,ST_GIRLS_OU,GNTW_INF
10740,22685,BC_A_GIRLS_OU,GRRR_CSB
10741,22687,BC_B_GEN_OU,KITS_CSN
10742,22688,OC_PHV_GEN_OU,SNIS_ECE
10743,22689,BC_D_GEN_OU,GURU_CSE
10744,22690,BC_A_GIRLS_OU,CVRH_INF
10745,22691,ST_GEN_OU,JNTS_ECE
10746,22692,OC_GIRLS_UR,MREC_CSM
10747,22693,BC_D_GEN_OU,KITS_INF
10748,22696,EWS_GEN_OU,MREC_CSM
10749,22697,BC_B_GIRLS_UR,VJEC_EIE
10750,22698,BC_B_GIRLS_OU,MREC_CSE
10751,22701,OC_GIRLS_UR,GNIT_CSC
10752,22702,BC_D_GEN_OU,CMRM_CSE
10753,22705,ST_GEN_OU,CVRH_CSI
10754,22706,BC_D_GEN_OU,JNKR_ECE
10755,22711,SC_GIRLS_OU,CVRH_CSE
10756,22719,OC_GIRLS_OU,MVSR_ECE
10757,22723,EWS_GEN_OU,MVSR_ECE
10758,22726,BC_E_GEN_OU,MVSR_INF
10759,22727,ST_GEN_OU,CVRH_CSD
10760,22731,OC_GEN_UR,AVNI_CSE
10761,22732,OC_CAP_GEN_UR(0),MREC_CSC
10762,22733,BC_E_GIRLS_UR,STLW_CSE
10763,22735,BC_D_GEN_OU,MLRD_CSE
10764,22736,BC_B_GEN_OU,BVRI_AID
10765,22738,SC_GEN_OU,KMIT_CSE
10766,22739,EWS_GIRLS_UR,INDU_CSE
10767,22741,ST_GIRLS_OU,GNTW_CSE
10768,22742,EWS_GEN_OU,MLRS_CSE
10769,22744,BC_C_GEN_UR,MLID_CSM
10770,22747,BC_B_GIRLS_OU,GNTW_EEE
10771,22748,OC_CAP_GIRLS_UR(0),VJEC_CIV
10772,22749,BC_B_GEN_OU,VJEC_MEC
10773,22756,OC_GIRLS_OU,VGNT_CSE
10774,22758,BC_D_PHH_GIRLS_OU,BVRW_ECE
10775,22760,EWS_GEN_UR,CMRM_CSD
10776,22761,EWS_GIRLS_OU,GCTC_CSE
10777,22762,OC_GEN_OU,INDU_CSM
10778,22763,EWS_GIRLS_OU,MRCW_CSE
10779,22764,BC_B_GEN_OU,GURU_CSC
10780,22765,OC_GIRLS_OU,OUCT_FDT
10781,22766,EWS_GIRLS_OU,CMRM_CSM
10782,22775,SC_GIRLS_OU,BVRI_CSE
10783,22777,BC_B_GEN_OU,BVRI_CSB
10784,22779,BC_D_GEN_OU,GNIT_ECE
10785,22781,OC_GEN_OU,GURU_CSO
10786,22782,BC_D_GEN_OU,MREC_CSE
10787,22784,OC_GEN_OU,MLID_CSD
10788,22786,BC_D_GIRLS_OU,SNIS_INF
10789,22788,BC_D_GEN_OU,CBIT_EEE
10790,22789,OC_GIRLS_OU,TKRC_CSE
10791,22790,SC_GIRLS_OU,VJEC_ECE
10792,22791,BC_A_GIRLS_OU,GNTW_CST
10793,22792,ST_CAP_GEN_UR(0),VJEC_INF
10794,22793,OC_GEN_OU,TKRC_CSE
10795,22794,BC_D_GEN_UR,MRIT_CSE
10796,22796,SC_GIRLS_OU,VASV_CSE
10797,22797,EWS_GEN_OU,CMRK_ECE
10798,22798,SC_GEN_UR,IARE_CSM
10799,22800,OC_GIRLS_OU,CMRK_INF
10800,22801,BC_D_GIRLS_OU,KITS_CSO
10801,22802,BC_B_GIRLS_OU,BVRW_INF
10802,22803,ST_GEN_OU,OUCT_CHE
10803,22804,OC_GEN_OU,METH_CSE
10804,22806,BC_D_GEN_OU,MREC_CSM
10805,22807,OC_PHH_GEN_OU,SNIS_ECE
10806,22808,SC_GEN_OU,GRRR_CSE
10807,22810,EWS_GEN_OU,JNTM_CSM
10808,22811,BC_B_GEN_OU,IARE_CSD
10809,22813,OC_GIRLS_UR,MECS_ECE
10810,22815,BC_D_GEN_OU,VJIT_CSD
10811,22820,OC_GEN_UR,JBIT_INF
10812,22822,OC_GIRLS_OU,BREW_ECE
10813,22824,OC_GIRLS_UR,SDEW_INF
10814,22825,BC_B_GIRLS_OU,CVSR_INF
10815,22826,BC_B_GIRLS_OU,BREW_INF
10816,22828,OC_PHO_GEN_OU,SNIS_ECE
10817,22831,EWS_GEN_OU,MLRD_CSE
10818,22832,SC_GEN_OU,VASV_INF
10819,22834,OC_GIRLS_UR,HOLY_CSE
10820,22835,BC_B_GIRLS_OU,BVRW_ECE
10821,22836,BC_E_GIRLS_OU,OUCE_CIV
10822,22837,BC_D_GEN_OU,KITS_CSE
10823,22848,BC_D_GEN_OU,VJIT_CSE
10824,22852,SC_GIRLS_OU,VASV_INF
10825,22853,BC_A_GEN_OU,SNIS_INF
10826,22854,BC_B_GEN_OU,CMRM_CSE
10827,22856,SC_GEN_OU,VMEG_CSM
10828,22861,BC_A_GEN_UR,VMEG_MEC
10829,22863,BC_A_GIRLS_OU,JNKR_ECE
10830,22864,ST_GEN_UR,CVRH_INF
10831,22866,BC_B_GEN_OU,IARE_CSI
10832,22867,BC_D_GEN_OU,MGIT_ECE
10833,22871,BC_A_GEN_UR,CMRK_ECE
10834,22872,BC_B_GEN_UR,MLID_ECE
10835,22873,BC_D_GEN_OU,JNTS_MEC
10836,22874,BC_B_GEN_OU,TKRC_CSE
10837,22876,BC_B_GIRLS_OU,BVRW_ECE
10838,22877,BC_B_GEN_OU,GURU_CSE
10839,22878,OC_NCC_GEN_OU(0),VGSE_EEE
10840,22881,SC_GEN_OU,OUCT_FDT
10841,22884,OC_GEN_UR,VGWL_CSE
10842,22886,BC_B_GEN_UR,HITM_CSE
10843,22887,OC_CAP_GIRLS_UR(0),MRCW_ECE
10844,22888,OC_CAP_GIRLS_UR(0),BREW_ECE
10845,22889,OC_GEN_OU,MRCE_CSE
10846,22890,BC_B_GIRLS_OU,VMEG_INF
10847,22892,SC_GIRLS_OU,VJEC_INF
10848,22894,BC_D_GEN_UR,CVSR_ECE
10849,22896,OC_GEN_UR,KNRR_CSE
10850,22898,OC_GIRLS_OU,MLID_CSM
10851,22899,OC_GEN_UR,MVSR_CIV
10852,22900,EWS_GEN_UR,GNIT_INF
10853,22901,SC_GIRLS_UR,MRCW_CSE
10854,22902,BC_D_GIRLS_OU,VJEC_EIE
10855,22903,BC_D_GEN_OU,CMRK_CSC
10856,22904,BC_E_GEN_OU,KUWL_CSE
10857,22905,BC_D_CAP_GIRLS_UR(4),CBIT_INF
10858,22906,BC_D_GEN_UR,METH_AID
10859,22908,BC_D_GEN_OU,CMRK_CSM
10860,22911,BC_B_GEN_OU,MGIT_CSB
10861,22913,OC_GIRLS_OU,CBIT_CIV
10862,22917,MUS_GEN_UR,MJCT_ECE
10863,22918,OC_GEN_OU,SRYS_CSE
10864,22919,BC_B_GIRLS_OU,JNTM_CSM
10865,22922,BC_D_GIRLS_OU,MRTN_CSE
10866,22923,SC_GEN_OU,JNTH_CIV
10867,22924,BC_D_GIRLS_UR,SRHP_CSE
10868,22927,BC_D_GIRLS_OU,MRCW_CSE
10869,22930,BC_B_GEN_OU,NGIT_CSM
10870,22931,BC_B_GEN_OU,SRHP_CSE
10871,22932,BC_B_GIRLS_UR,MVSR_ECE
10872,22934,BC_B_GEN_OU,IARE_CSD
10873,22937,BC_B_GIRLS_OU,CMRK_CSM
10874,22938,ST_GIRLS_OU,GRRR_CSM
10875,22939,OC_GEN_OU,GCTC_CSE
10876,22940,EWS_GEN_OU,INDU_CSE
10877,22941,OC_GIRLS_UR,CMRN_CSM
10878,22943,BC_B_GEN_UR,BOSE_MIN
10879,22948,SC_GEN_UR,GRRR_INF
10880,22950,OC_PHO_GIRLS_OU,VASV_CSM
10881,22951,BC_B_GEN_OU,MRTN_CSE
10882,22953,EWS_GEN_OU,MLRS_CSE
10883,22956,BC_B_GIRLS_OU,BREW_CSE
10884,22958,BC_D_GEN_OU,KUWL_CSE
10885,22961,OC_GEN_UR,BIET_CSE
10886,22967,OC_GEN_UR,CVSR_MEC
10887,22970,EWS_GEN_OU,GURU_CSE
10888,22972,BC_D_GIRLS_OU,CVSR_INF
10889,22973,EWS_GEN_OU,MLRD_CSE
10890,22975,BC_B_GEN_OU,IARE_CSD
10891,22980,EWS_GIRLS_OU,GNTW_EEE
10892,22981,BC_B_GEN_OU,VBIT_CSE
10893,22985,BC_D_GEN_OU,CMRK_CSM
10894,22987,SC_GIRLS_OU,BVRW_CSE
10895,22990,OC_PHV_GEN_OU,MLID_INF
10896,22992,BC_A_CAP_GEN_UR(0),CMRK_CSC
10897,22996,BC_B_GEN_OU,IARE_CSD
10898,22997,EWS_GEN_OU,KITS_ECE
10899,22999,BC_B_GEN_OU,IARE_CSD
10900,23001,BC_B_GIRLS_OU,CMRM_CSE
10901,23003,EWS_GIRLS_OU,MRCW_CSE
10902,23006,EWS_GEN_OU,CMRG_CSE
10903,23008,SC_GEN_UR,JNTS_CIV
10904,23010,EWS_GEN_OU,MLID_CSM
10905,23015,OC_CAP_GEN_UR(0),JPNE_CSE
10906,23016,BC_E_GEN_OU,VJEC_ECE
10907,23018,BC_A_GIRLS_UR,MLID_CSE
10908,23020,CHR_GEN_UR,CJIT_CSE
10909,23022,BC_D_GEN_OU,KITS_CSO
10910,23023,OC_GIRLS_UR,MLRS_ECE
10911,23024,BC_B_GEN_OU,MECS_CSE
10912,23026,OC_GIRLS_OU,ACEG_CSE
10913,23028,OC_GIRLS_OU,MRCW_CSD
10914,23030,BC_B_GEN_OU,GNIT_CSM
10915,23031,BC_A_GEN_OU,MVSR_CSE
10916,23034,BC_A_GIRLS_OU,MRCW_CSE
10917,23037,OC_GIRLS_OU,CMRM_CSD
10918,23039,MUS_GEN_OU,MJCT_INF
10919,23041,BC_B_GEN_OU,SNIS_ECE
10920,23045,EWS_GEN_OU,VJIT_CSE
10921,23047,EWS_GIRLS_OU,MRCW_CSM
10922,23048,BC_D_GEN_OU,IARE_INF
10923,23049,BC_E_GEN_OU,IARE_CSE
10924,23052,BC_B_GIRLS_OU,GCTC_CSE
10925,23058,SC_GEN_OU,VASV_INF
10926,23059,MUS_GEN_OU,MJCT_AID
10927,23060,BC_D_GIRLS_OU,MLRD_CSE
10928,23061,EWS_GEN_UR,VJIT_ECE
10929,23063,EWS_GEN_UR,MREC_CSM
10930,23064,BC_E_GEN_OU,CMRK_CSE
10931,23069,OC_GIRLS_UR,STLW_INF
10932,23070,BC_D_GIRLS_OU,MREC_CSE
10933,23071,BC_B_GEN_OU,MGIT_INF
10934,23073,BC_B_GIRLS_OU,MGIT_CSD
10935,23074,SC_GEN_UR,GRRR_ECE
10936,23076,BC_B_GEN_OU,GCTC_CSM
10937,23077,OC_GEN_OU,MRTN_CSE
10938,23079,ST_GEN_UR,VMEG_ECE
10939,23080,ST_GEN_UR,JBIT_CSE
10940,23083,CHR_GEN_UR,CJIT_CSE
10941,23085,BC_C_GIRLS_OU,BVRW_ECE
10942,23089,BC_B_GEN_OU,MECS_CSE
10943,23090,BC_A_GEN_OU,MECS_CSE
10944,23091,OC_GEN_OU,TKRC_CSM
10945,23095,BC_D_GEN_OU,MLRD_CSE
10946,23097,SC_GEN_OU,GCTC_CSM
10947,23098,OC_GIRLS_OU,BREW_ECE
10948,23100,OC_GEN_OU,CMRK_ECE
10949,23101,OC_GEN_OU,MRCE_CSE
10950,23102,BC_A_GEN_OU,VASV_ECE
10951,23107,SC_GEN_UR,CBIT_EEE
10952,23109,BC_B_GEN_OU,VMEG_INF
10953,23112,EWS_GIRLS_UR,CMRN_CSM
10954,23114,OC_CAP_GEN_UR(4),CVSR_AI
10955,23118,BC_B_GEN_OU,IARE_INF
10956,23119,ST_GIRLS_OU,OUCE_EEE
10957,23121,BC_B_GEN_OU,IARE_CSD
10958,23124,MUS_GEN_UR,MJCT_INF
10959,23125,SC_GIRLS_OU,OUCT_CHE
10960,23126,BC_B_GIRLS_OU,BVRW_ECE
10961,23129,OC_GIRLS_OU,GNTW_EEE
10962,23130,EWS_GIRLS_OU,BVRW_ECE
10963,23132,BC_E_GEN_OU,BVRI_CSE
10964,23136,BC_B_GEN_OU,CVSR_INF
10965,23137,BC_D_GEN_OU,MECS_ECE
10966,23140,OC_NCC_GIRLS_OU(57),BVRI_ECE
10967,23141,ST_GEN_OU,IARE_INF
10968,23143,OC_GEN_UR,MLRD_CSC
10969,23149,EWS_GEN_OU,TKRC_CSE
10970,23152,BC_B_GIRLS_UR,TKRC_CSE
10971,23153,OC_PHO_GEN_OU,BVRI_ECE
10972,23154,BC_B_GEN_OU,CMRM_CSE
10973,23155,OC_GIRLS_OU,SRHP_ECE
10974,23159,OC_SG_GIRLS_OU(0),GCTC_CSE
10975,23160,BC_B_GEN_OU,VJIT_INF
10976,23162,BC_D_GEN_OU,MLID_CSM
10977,23163,OC_CAP_GIRLS_UR(0),KDDW_CSE
10978,23165,BC_B_GEN_OU,GURU_CSM
10979,23170,EWS_GIRLS_UR,TKEM_CSE
10980,23171,BC_D_GEN_OU,GRRR_ECE
10981,23172,BC_B_GEN_OU,IARE_ECE
10982,23174,OC_GEN_OU,MRTN_CSE
10983,23176,BC_D_GIRLS_OU,MRCW_CSE
10984,23177,BC_A_GEN_OU,JNTM_CSM
10985,23178,OC_GEN_OU,VBIT_INF
10986,23179,OC_NCC_GEN_OU(57),SNIS_ECE
10987,23180,BC_A_GEN_UR,MLID_CSE
10988,23181,BC_A_GEN_UR,IARE_INF
10989,23182,BC_B_GIRLS_UR,VGNT_CSE
10990,23183,BC_B_GEN_OU,CMRK_CSM
10991,23184,BC_B_GEN_OU,KITS_INF
10992,23185,BC_B_GIRLS_UR,MLID_INF
10993,23186,OC_GEN_OU,ACEG_CSM
10994,23188,BC_D_GEN_OU,JNTH_MET
10995,23189,OC_GEN_OU,MLRD_CSD
10996,23193,OC_GIRLS_UR,BITN_ECE
10997,23197,BC_B_GEN_OU,HITM_ECE
10998,23198,OC_GEN_OU,CMRG_CSM
10999,23199,BC_A_GEN_OU,VJIT_CSD
11000,23203,MUS_GEN_OU,MJCT_AID
11001,23206,OC_GEN_OU,JBIT_CSE
11002,23207,BC_D_GEN_UR,GCTC_CSM
11003,23208,OC_GIRLS_OU,GCTC_CSM
11004,23209,BC_E_GEN_OU,BVRI_CSM
11005,23210,EWS_GIRLS_UR,GNTW_EEE
11006,23211,BC_A_GIRLS_OU,MVSR_CSE
11007,23212,OC_GIRLS_OU,CBIT_CHE
11008,23213,EWS_GEN_OU,VJIT_CSE
11009,23215,BC_B_GEN_OU,GCTC_CSM
11010,23216,ST_CAP_GEN_UR(0),VJIT_CSE
11011,23218,BC_D_GEN_OU,IARE_ECE
11012,23219,OC_GEN_UR,MOTK_ECE
11013,23221,BC_B_GEN_OU,CMRG_CSE
11014,23223,BC_B_GEN_OU,SNIS_ECE
11015,23227,EWS_GEN_OU,MLID_CSM
11016,23228,SC_GIRLS_OU,VASV_ECE
11017,23230,OC_GIRLS_OU,MECS_ECE
11018,23233,BC_D_GEN_OU,IARE_INF
11019,23236,OC_GEN_UR,VGWL_CSM
11020,23238,BC_B_GEN_OU,IARE_ECE
11021,23241,OC_GIRLS_UR,MREW_CSE
11022,23243,BC_B_GIRLS_UR,CVSR_ECE
11023,23244,BC_D_GIRLS_OU,SNIS_ECE
11024,23245,OC_GEN_OU,INDU_CSE
11025,23247,BC_B_GEN_OU,JNTM_CSM
11026,23250,BC_E_GEN_UR,IARE_CSE
11027,23251,MUS_GEN_OU,MJCT_AID
11028,23253,BC_B_GIRLS_UR,VASV_EEE
11029,23254,SC_GEN_UR,CMRK_CSE
11030,23257,EWS_GEN_OU,VJIT_CSE
11031,23258,BC_D_GEN_OU,CMRM_CSM
11032,23259,OC_GEN_OU,MRTN_CSE
11033,23260,BC_B_CAP_GEN_UR(0),GURU_CSE
11034,23261,EWS_GEN_OU,CMRM_CSM
11035,23263,OC_GEN_OU,METH_CSE
11036,23264,BC_B_GIRLS_OU,STLW_CSE
11037,23265,ST_GIRLS_OU,JNKR_INF
11038,23266,BC_D_GEN_OU,MLRD_CSE
11039,23269,OC_GIRLS_OU,MRCW_INF
11040,23270,ST_GEN_OU,JNTS_CSE
11041,23273,OC_GEN_OU,INDU_CSE
11042,23274,BC_E_GIRLS_OU,BVRI_CSE
11043,23275,BC_B_GEN_OU,GURU_CSC
11044,23276,BC_B_GIRLS_OU,GURU_CSE
11045,23277,BC_B_GIRLS_OU,JNKR_ECE
11046,23279,BC_D_GIRLS_OU,BVRW_INF
11047,23280,BC_D_GEN_OU,IARE_CSC
11048,23281,BC_D_GEN_OU,MREC_CSE
11049,23283,BC_D_GIRLS_OU,NGIT_CSM
11050,23284,EWS_GIRLS_OU,MLRD_CSE
11051,23285,BC_D_GEN_OU,SRHP_CSE
11052,23291,EWS_GEN_UR,VGNT_INF
11053,23292,OC_GEN_OU,GCTC_CSM
11054,23293,OC_PHH_GEN_OU,VBIT_CSE
11055,23294,EWS_GEN_UR,NNRG_CSE
11056,23295,SC_PHH_GEN_OU,CBIT_ECE
11057,23297,BC_A_GEN_UR,CMRN_CSM
11058,23298,BC_B_GIRLS_OU,GCTC_CSM
11059,23299,EWS_GEN_OU,KITS_INF
11060,23300,EWS_GEN_OU,TKRC_CSE
11061,23301,BC_B_GIRLS_UR,SDEW_CSE
11062,23304,BC_B_GIRLS_OU,GNTW_EEE
11063,23307,SC_GEN_OU,GRRR_CSE
11064,23308,OC_PHH_GEN_OU,INDU_CSE
11065,23309,OC_GIRLS_UR,PETW_ECE
11066,23310,BC_B_GEN_OU,VJIT_CSE
11067,23311,EWS_GEN_OU,CMRM_CSE
11068,23313,ST_GEN_OU,KITS_CSE
11069,23314,BC_D_GEN_OU,KITS_CSM
11070,23316,BC_D_GEN_OU,MREC_CSE
11071,23321,OC_GEN_OU,VJIT_INF
11072,23322,BC_B_GIRLS_OU,MRCW_CSE
11073,23323,ST_GEN_OU,VASV_INF
11074,23324,OC_GEN_OU,CMRN_CSE
11075,23325,BC_A_GEN_UR,BVRI_ECE
11076,23326,BC_D_GIRLS_OU,TKRC_CSE
11077,23327,EWS_GEN_OU,CMRN_CSE
11078,23328,BC_B_GIRLS_OU,MLRD_CSE
11079,23330,OC_GIRLS_UR,STLW_INF
11080,23331,OC_CAP_GEN_UR(0),MRTN_AID
11081,23332,BC_C_GIRLS_OU,BVRW_INF
11082,23333,OC_GEN_OU,VJEC_EIE
11083,23334,OC_PHO_GEN_OU,SNIS_CSE
11084,23335,OC_GIRLS_OU,VJEC_EIE
11085,23337,SC_GEN_OU,KITS_CSE
11086,23338,BC_D_GEN_OU,VMEG_INF
11087,23340,SC_GEN_OU,MGIT_CSD
11088,23342,BC_D_GIRLS_OU,MECS_CSE
11089,23346,BC_D_GEN_OU,CMRG_CSE
11090,23347,OC_GEN_UR,MLRD_ECE
11091,23349,BC_D_GEN_OU,MLRS_CSE
11092,23352,OC_GEN_UR,VBIT_CSD
11093,23357,OC_GEN_OU,MLID_CSC
11094,23359,BC_D_GEN_OU,CMRM_CSE
11095,23360,OC_GIRLS_OU,MRCW_CSC
11096,23364,OC_GEN_UR,MLID_CSI
11097,23366,BC_B_GEN_UR,MLRD_CSD
11098,23370,BC_B_PHH_GIRLS_OU,MGIT_CSD
11099,23371,OC_GEN_OU,MREC_CSM
11100,23373,EWS_GEN_OU,TKRC_CSE
11101,23374,BC_D_GEN_OU,IARE_CSI
11102,23376,SC_GEN_UR,CMRK_CSE
11103,23377,SC_GEN_OU,KUWL_CSE
11104,23378,BC_D_GEN_OU,GURU_CSE
11105,23379,ST_GIRLS_OU,KMIT_CSE
11106,23386,BC_A_GEN_OU,VJEC_ECE
11107,23388,EWS_GIRLS_OU,BVRW_ECE
11108,23389,BC_D_NCC_GEN_OU(0),KUCE_CSE
11109,23390,BC_B_GIRLS_OU,JNTH_MET
11110,23391,BC_D_GIRLS_UR,CVSR_ECE
11111,23392,SC_GIRLS_OU,GNTW_CSM
11112,23393,BC_A_GEN_UR,MLID_CSE
11113,23394,BC_B_GEN_UR,JNTM_EEE
11114,23395,SC_GIRLS_OU,CVRH_CSE
11115,23396,BC_D_GEN_OU,GNIT_CSE
11116,23397,EWS_GEN_UR,GCTC_CSC
11117,23398,BC_B_GIRLS_OU,VJIT_AI
11118,23409,BC_D_GIRLS_OU,KUCE_CSE
11119,23410,BC_D_GIRLS_OU,MRCW_CSE
11120,23412,BC_B_GEN_OU,GCTC_CSM
11121,23413,BC_B_GEN_OU,MREC_CSE
